sep=,
Wisdom,Randomization,role,object_class,Medical,MaxHitPoints,Marksmanship,Affiliation,id,Portrait,Leadership,CustomEquipGear,Health,Tier,VoiceResponseId,Dexterity,gender,pollyvoice,Mechanical,StartingLevel,neutral_retaliate,Agility,MaxAttacks,Explosives,unitPowerModifier,group,Strength,elite,Comment,eliteCategory,PickCustomArchetype,archetype,AlwaysUseOpeningAttack,BigPortrait,OpeningAttackType,PinnedDownChance,immortal,FallbackMissingVR,CanManEmplacements,body_type,species,RewardExperience,militia,PersistentSessionId,RepositionArchetype,dummy,reincarnate,SalaryMaxLv,HireStatus,Specialization,IsMercenary,SalaryLv1,infected,SalaryIncrease,StartingSalary,Nationality,MedicalDeposit,DurationDiscount,Haggling,LegacyNotes,ImportantNPC,RetreatBehavior,villain,DefeatBehavior,Lives,HealPersistentOnSpawn
30,true,Recon,UnitData,0,50,55,Legion,LegionGoon,UI/EnemiesPortraits/LegionRecon,20,,28,,LegionRaider,30,Male,Joey,0,,true,80,2,0,,Legion,39,,harrasment,,,Skirmisher,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Recon,UnitData,0,50,55,Legion,LegionGoon_Stronger,UI/EnemiesPortraits/LegionRecon,20,,39,,LegionRaider,71,Male,Joey,0,3,true,85,2,0,,Legion,39,,"+AP, +AIM",,,Skirmisher,,UI/Enemies/LegionRaider,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Recon,UnitData,0,50,77,Legion,LegionGoon_Stronger_Elite,UI/EnemiesPortraits/LegionRecon,20,function: 000002996C86DBB0,64,,LegionRaider,71,Male,Joey,0,6,true,96,2,0,,Legion,39,true,"+ HP, +ACC, capstone: hold position",Legion,,Skirmisher,,UI/Enemies/LegionRaider,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Demolitions,UnitData,0,50,43,Legion,LegionGrenadier,UI/EnemiesPortraits/LegionDemo,14,,53,,LegionRaider,30,Male,Russell,0,2,true,80,1,25,,Legion,53,,nuker,,,Skirmisher,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Demolitions,UnitData,0,50,43,Legion,LegionGrenadier_Stronger,UI/EnemiesPortraits/LegionDemo,14,,70,,LegionRaider,30,Male,Russell,0,2,true,80,1,25,,Legion,53,,"+ HP, mobility perks",,,Skirmisher,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,true,Demolitions,UnitData,0,50,43,Legion,LegionGrenadier_Stronger_Elite,UI/EnemiesPortraits/LegionDemo,14,,80,,LegionRaider,30,Male,Russell,0,2,true,90,2,30,,Legion,53,true,"+ AP, +HP, captsone: berserker",Legion,,Skirmisher,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Demolitions,UnitData,0,50,43,Legion,LegionGrenadier_copy,UI/EnemiesPortraits/LegionDemo,14,,53,,LegionRaider,30,Male,Russell,0,2,true,80,1,25,,Legion,53,,,,function: 0000029967E70D28,RATOAI_Demolition,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Heavy,UnitData,0,85,55,Legion,LegionGunner,UI/EnemiesPortraits/LegionHeavy,20,,62,,LegionRaider,39,Male,Joey,0,2,true,65,2,0,,Legion,89,,controller,,,HeavyGunner,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Heavy,UnitData,0,85,70,Legion,LegionGunner_Stronger,UI/EnemiesPortraits/LegionHeavy,20,,62,,LegionRaider,39,Male,Joey,0,4,true,47,2,0,,Legion,89,,+ACC,,,HeavyGunner,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,true,Heavy,UnitData,0,85,55,Legion,LegionGunner_copy,UI/EnemiesPortraits/LegionHeavy,20,,62,,LegionRaider,39,Male,Joey,0,2,true,65,2,0,,Legion,89,,,,function: 0000029967E63918,HeavyGunner,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,true,Beast,UnitData,0,60,0,Legion,LegionHyena,UI/EnemiesPortraits/Hyena_Legion,40,,27,,,77,,,0,,true,84,2,0,,Legion,64,,melee minion,,,Beast_Hyena,,,,,,,,Small animal,Hyena,,,,,,,,,,,,,,,,,,,,,,,,,
41,true,Commander,UnitData,9,80,50,Legion,LegionHyenaHandler,UI/EnemiesPortraits/LegionStormer,81,,66,,LegionRaider,44,Male,Joey,11,5,true,85,2,10,,Legion,40,,hyena leader,,,Skirmisher,true,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,true,Commander,UnitData,9,80,50,Legion,LegionHyenaHandler_Stronger,UI/EnemiesPortraits/LegionStormer,81,,66,,LegionRaider,44,Male,Joey,11,5,true,96,2,10,,Legion,40,,"+ AP, sixth sense perk",,,Skirmisher,true,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,true,Stormer,UnitData,0,100,34,Legion,LegionManiac,UI/EnemiesPortraits/LegionStormer,65,function: 0000029965BB9060,75,,LegionRaider,58,Male,Joey,0,3,true,70,2,33,,Legion,95,,tank,,function: 0000029965BB98A0,Brute,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,true,Stormer,UnitData,0,100,34,Legion,LegionManiac_Stronger,UI/EnemiesPortraits/LegionStormer,65,function: 0000029967650AA0,96,,LegionRaider,58,Male,Joey,0,3,true,70,2,33,,Legion,95,,"+ HP, sixth sense perk",,function: 0000029967650A70,Brute,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,true,Stormer,UnitData,0,100,34,Legion,LegionManiac_Stronger_Elite,UI/EnemiesPortraits/LegionStormer,65,function: 00000299677E0F78,75,,LegionRaider,58,Male,Joey,0,3,true,70,2,33,,Legion,95,true,"+ ACC, capstone: berserker",Legion,function: 00000299677E0F48,Brute,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,true,Medic,UnitData,75,80,24,Legion,LegionMedic,UI/EnemiesPortraits/LegionMedic,20,,42,,LegionRaider,41,Male,Joey,12,3,true,94,1,5,,Legion,42,,healer,,,Medic,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,true,Medic,UnitData,93,80,74,Legion,LegionMedic_Stronger,UI/EnemiesPortraits/LegionMedic,20,,42,,LegionRaider,41,Male,Joey,12,5,true,93,1,5,,Legion,42,,+ caretaker perk,,,Medic,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Artillery,UnitData,0,50,50,Legion,LegionMortarman,UI/EnemiesPortraits/LegionArtillery,10,function: 0000029967DF23D0,28,,LegionRaider,8,Male,Joey,0,,true,75,1,30,,Legion,96,,spam controller,,function: 0000029967F816C8,Artillery,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,true,Commander,UnitData,9,80,50,Legion,LegionRaidLeader,UI/EnemiesPortraits/LegionOfficer,81,,66,,LegionRaider,44,Male,Joey,11,5,true,80,2,10,,Legion,40,,leader / controller,,,,true,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,true,Commander,UnitData,9,80,50,Legion,LegionRaidLeader_Stronger,UI/EnemiesPortraits/LegionOfficer,81,,86,,LegionRaider,44,Male,Joey,11,5,true,80,2,10,,Legion,76,,"+HP, +STR, +overwatch power",,,,true,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,true,Commander,UnitData,9,80,72,Legion,LegionRaidLeader_Stronger_Elite,UI/EnemiesPortraits/LegionOfficer,81,,95,,LegionRaider,44,Male,Joey,11,8,true,87,2,10,,Legion,87,true,"+ACC, +AP, capstone: threat identified",Legion,,,true,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,70,Legion,LegionRaider,UI/EnemiesPortraits/LegionSoldier,10,,,,LegionRaider,34,Male,Joey,0,,true,70,2,0,,Legion,70,,inaccurate striker,,,,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,80,Legion,LegionRaider_Stronger,UI/EnemiesPortraits/LegionSoldier,10,,70,,LegionRaider,34,Male,Joey,0,4,true,80,2,0,,Legion,70,,"+ HP, +AP, +ACC",,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,80,Legion,LegionRaider_Stronger_Elite,UI/EnemiesPortraits/LegionSoldier,10,,80,,LegionRaider,81,Male,Joey,0,8,true,80,2,0,,Legion,70,true,"+ HP, +AIM, capstone: battle focus",Legion,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,70,Legion,LegionRaider_copy,UI/EnemiesPortraits/LegionSoldier,10,,,,LegionRaider,34,Male,Joey,0,,true,70,2,0,,Legion,70,,,,function: 0000029967E53760,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,70,Legion,LegionRaider_copy_copy,UI/EnemiesPortraits/LegionSoldier,10,,,,LegionRaider,34,Male,Joey,0,,true,70,2,0,,Legion,70,,,,function: 0000029967E589F8,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Artillery,UnitData,0,50,12,Legion,LegionRocketeer,UI/EnemiesPortraits/LegionArtillery,10,,28,,LegionRaider,8,Male,Joey,0,,true,83,1,41,,Legion,88,,inaccurate striker,,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Artillery,UnitData,0,50,12,Legion,LegionRocketeer_Stronger,UI/EnemiesPortraits/LegionArtillery,10,,28,,LegionRaider,8,Male,Joey,0,,true,96,1,55,,Legion,74,,"+ EXPL, +AP",,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,true,Recon,UnitData,0,50,58,Legion,LegionScout,UI/EnemiesPortraits/LegionRecon,29,,36,,LegionRaider,73,Male,Joey,0,2,true,79,2,0,,Legion,48,,flank / control,,,Skirmisher,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,true,Recon,UnitData,0,50,58,Legion,LegionScout_Stronger,UI/EnemiesPortraits/LegionRecon,29,,36,,LegionRaider,73,Male,Joey,0,5,true,79,2,0,,Legion,48,,+ move and overwatch perks,,,Skirmisher,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,true,Recon,UnitData,0,50,58,Legion,LegionScout_Stronger_Elite,UI/EnemiesPortraits/LegionRecon,29,,74,,LegionRaider,73,Male,Joey,0,2,true,82,2,0,,Legion,48,true,"+ overwatch buff, +HP",Legion,,Skirmisher,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,true,Recon,UnitData,0,50,58,Legion,LegionScout_copy,UI/EnemiesPortraits/LegionRecon,29,,36,,LegionRaider,73,Male,Joey,0,2,true,79,2,0,,Legion,48,,,,function: 0000029967ECEC90,Skirmisher,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,true,Marksman,UnitData,0,50,70,Legion,LegionSniper,UI/EnemiesPortraits/LegionSniper,33,,28,,LegionRaider,,Male,Joey,0,3,true,70,1,0,,Legion,41,,striker,,,,true,UI/Enemies/LegionRaider,PinDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,true,Marksman,UnitData,0,50,70,Legion,LegionSniper_Stronger,UI/EnemiesPortraits/LegionSniper,33,,33,,LegionRaider,80,Male,Joey,0,3,true,86,1,0,,Legion,41,,"+ AP, +AIM",,,,true,UI/Enemies/LegionRaider,PinDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,true,Marksman,UnitData,0,50,75,Legion,LegionSniper_Stronger_Elite,UI/EnemiesPortraits/LegionSniper,33,,46,,LegionRaider,95,Male,Joey,0,7,true,85,2,0,,Legion,41,true,"+ACC, +AIM, capstone: retaliation",Legion,,,true,UI/Enemies/LegionRaider,PinDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,Stormer,UnitData,0,60,0,Legion,LegionBrawler_SavannaCamp,UI/EnemiesPortraits/LegionButcher,82,,88,,LegionRaider,80,Male,,0,10,true,86,2,0,,Legion - Unique,96,,unique,,,Brute,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,Soldier,UnitData,0,50,71,Legion,LegionRaider_Ernie_Elite,UI/EnemiesPortraits/LegionSoldier,10,,62,,LegionRaider,34,Male,Joey,0,,true,80,2,0,,Legion - Unique,44,true,"+ AP, +HP",Legion,,,,UI/Enemies/LegionRaider,Overwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,true,,UnitData,0,50,,Legion,LegionRaider_PresidentGuard,UI/EnemiesPortraits/LegionSoldier,10,,68,,LegionRaider,34,Male,Joey,0,4,true,80,,0,,Legion - Unique,44,,static,,,Turret,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,true,Artillery,UnitData,0,50,12,Legion,LegionRocketeer_SlowReloader,UI/EnemiesPortraits/LegionArtillery,10,function: 000002996CCC7608,28,,LegionRaider,8,Male,Joey,0,,true,83,1,20,,Legion - Unique,88,,Pierre fight in Fortress,,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,true,Stormer,UnitData,0,50,63,Legion,PierreGuard,UI/EnemiesPortraits/LegionRaider,10,function: 000002996C20F000,57,,LegionRaider,40,Male,Joey,0,4,true,70,2,,,Legion - Unique,53,true,smg and melee,Legion,function: 000002996C20FCB8,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,true,Soldier,UnitData,0,50,63,Legion,PierreGuard_Ordnance,UI/EnemiesPortraits/LegionRaider,10,function: 000002996D196C18,57,,LegionRaider,40,Male,Joey,0,4,true,70,2,,,Legion - Unique,53,true,assault rifle + underslung launcher,Legion,,,,UI/Enemies/LegionRaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,UnitData,19,80,80,,Fauda,UI/MercsPortraits/Fauda,64,,78,Legendary,Fauda,45,Female,Joanna,61,7,,79,,66,,MercenariesNew,82,,,,,,,UI/Mercs/Fauda,,,,,,,,,,,,,,4000,,ExplosiveExpert,true,500,,200,2350,Iraq,,,,,,,,,,
79,,,UnitData,50,79,84,Secret,Flay,UI/MercsPortraits/Flay,12,,79,Veteran,Flay,78,Male,,18,2,,63,,0,,MercenariesNew,80,,,,,,,UI/Mercs/Flay,,,,,,,,,,,,,,0,NotMet,Marksmen,true,0,,,,GrandChien,none,,,,,,,,,
48,,,UnitData,5,45,80,,Kalyna,UI/MercsPortraits/Kalyna,52,,62,,,65,Female,Kimberly,67,,,77,,10,,MercenariesNew,42,,,,,,,UI/Mercs/Kalyna,,,,,,,,,,,Sniper,,,4000,,Mechanic,true,650,,260,600,Ukraine,none,none,low,,,,,,,
94,,,UnitData,50,55,62,,Livewire,UI/MercsPortraits/Livewire,24,,55,,,80,Female,Kendra,85,,,74,,22,,MercenariesNew,44,,,,,,,UI/Mercs/Livewire,,,,,,,,,,,,,,4200,,Mechanic,true,600,,270,550,Pakistan,large,,high,,,,,,,
77,,,UnitData,13,67,80,,Omryn,UI/MercsPortraits/Omryn,15,function: 000002996A3F2EF8,67,,Omryn,66,Male,,43,2,,75,,7,,MercenariesNew,85,,,,,,,UI/Mercs/Omryn,,,,,,,,,,,,,,3300,,Marksmen,true,375,,,650,Russia,,,,,,,,,,
56,,,UnitData,12,,77,Secret,PierreMerc,UI/MercsPortraits/Pierre,39,function: 000002996C69A5F0,81,,,68,Male,,5,3,,72,,15,,MercenariesNew,78,,,,,,,UI/Mercs/Pierre,,,,,,,,,,NPC_Pierre,,,,0,,Leader,true,0,,,,GrandChien,,,,"A local boy who joined the Legion years ago in a pursuit of adventure, and grew up to become a Legion warlord. He recently returned to Ernie with a band of raiders, only to rob his home town and break the heart of his father. 
Yet he is as a person who lives by his own code – he dislikes unneeded violence and did restrain his Legion thugs from doing too much mischief.",,,,,,
55,,,UnitData,36,85,77,Secret,Smiley,UI/MercsPortraits/Smiley,54,function: 00000299676F4C28,82,,Smiley,56,Male,,5,2,,78,,5,,MercenariesNew,73,,,,,,,UI/Mercs/Smiley,,,,,,,,,,,,,,0,NotMet,AllRounder,true,0,,,,Arulco,,,,,,,,,,
91,,,UnitData,20,82,70,,Barry,UI/MercsPortraits/Barry,29,,81,,Barry,87,Male,,46,2,,73,,92,,MercenariesOld,78,,,,,,,UI/Mercs/Barry,,,,,,,,,,,,,,4100,,ExplosiveExpert,true,100,,280,470,Hungary,none,,,"""Hungarian-born Unger is part of a new breed of explosive experts. He learned most of his trade the safe way--in a classroom. His studies included the theory behind incendiary devices, and the technical aspects of electronics and circuitry. Although he also took locksmith and swimming courses, he didn't do well in the latter."" - A.I.M. Dossier

Additional info:

Speaks with a heavy Hungarian accent. Use of English is stilted and overly formal.
Dispassionate and distant, straightforward with his opinions, yet in possession of humility.
Religion had a strong part in his upbringing.
Precise and intelligent (would likely read instructions before attempting anything).",,,,,,
73,,,UnitData,51,84,78,,Blood,UI/MercsPortraits/Blood,6,function: 0000029971C6D208,84,Veteran,,88,Male,,23,3,,94,,31,,MercenariesOld,83,,,,,,,UI/Mercs/Blood,,,,,,,,,,,,,,3000,,Marksmen,true,350,,,770,SouthAfrica,large,,,"""Whether it's jungle warfare or close-quartered combat, Blood Hanson is your man for the assignment. Trained in the martial arts, his ability to fling a combat knife into an enemy's neck is a sight to behold: it seems to come out of nowhere, sails an impossibly large distance, then slices through it's target with unerring accuracy.

Additional info: Keith Hanson is a former member of the ANC."" - A.I.M. Dossier",,,,,,
93,,,UnitData,49,79,86,,Buns,UI/MercsPortraits/Buns,24,function: 0000029971D2AB28,79,Veteran,Buns,87,Female,Amy,8,2,,79,,4,,MercenariesOld,56,,,,,,,UI/Mercs/Buns,,,,,,,,,,,,,,4300,,Marksmen,true,400,,260,655,Denmark,large,,,"""The prim and proper Monica Sondergaard may seem to be an unlikely candidate for the rough and tumble mercenary life, but she more than meets the minimum requirements. Before settling on A.I.M., Buns explored a number of careers: kindergarten teacher, geriatric nurse, Danish sharpshooter at the Atlanta Olympic games, and professional soldier.""

Additional info:

A prim and proper prude, her uptightedness goes hand-in-hand with her professionalism and skill.
Believes herself better than anyone else.
Has a sense of superiority. She's a merc because she wants to, not because she has to.
Puts her feelings before logic.
To a Danish person her dialect sounds German or Russian. (To a person with knowledge of the russian language and accent she definitely doesn't sound any russian at all. Ivan Dolvich has classic russian accent)",,,,,,
87,,,UnitData,88,88,,,DrQ,UI/MercsPortraits/DrQ,26,,88,Elite,,81,Male,,19,3,,94,,20,,MercenariesOld,73,,,,,,,UI/Mercs/DrQ,,,,,,,,,,,,,,4000,,Doctor,true,380,,200,1350,China,none,,,"""Doctor Huaong draws much of his medical knowledge from the branches of the ancient healing traditions. His marksmanship may be a little poor, but Dr. Q's expertise in so many other disciplines--night operations, guerrilla warfare tactics, and martial arts-more than make up for it, and he could easily double his fees. ""

Additional info:
His salary is currently undergoing renegotiation.",,,,,,
62,,,UnitData,3,88,86,,Fidel,UI/MercsPortraits/Fidel,1,,88,Veteran,Fidel,64,Male,,6,3,,83,,98,,MercenariesOld,83,,,,,,,UI/Mercs/Fidel,,,,,,,,,,,,,,4250,,ExplosiveExpert,true,700,,,2000,Cuba,none,,,"JA1:

""The irrepressible Fidel Dahan was bred for this business. At ease with firearms and explosives, he is wanted on a worldwide warrant for his role in the Cancun Catastrophe, but has managed to stay one step ahead of the organisations seeking his capture."" - A.I.M. Dossier, Jagged Alliance

JA2: 

""Due to numerous employee complaints concerning his refusal to follow orders, Fidel ""Leave me alone, I'm busy!"" Dahan was recently suspended for a thirty-day period. Promising a changed attitude, he was returned to active duty by A.I.M. though because he is so proficient with both firearms and explosives."" - A.I.M. Dossier, Jagged Alliance 2

Additional info:

Has a comical ruthlessness to him. Conveyed by a short, heavy, Cuban accent.
Usually mad about something, shows hints of a softer side but even that is tainted.
Extremely impatient. Type of guy that would force a square into a circle while blaming the square for his frustration.
Jagged Alliance 2 has Fidel ""Not being quite himself lately"". There are some hints suggesting this has something to do with the disappearance of Hurl E. Cutter.
Trivial bits of dialogue in various games suggest he may be homosexual.",,,,,,
76,,,UnitData,69,77,69,,Fox,UI/MercsPortraits/Fox,21,function: 000002996D9E6A18,78,,Fox,100,Female,Nicole,15,2,,85,,8,,MercenariesOld,56,,,,,,,UI/Mercs/Fox,,,,,,,,,,,,,,4200,,Doctor,true,222,,280,560,USA,large,long only,,"JA 1

""Dangerous, desirable and devious, Cynthia Guzzman is the latest female addition to our organization. A former nurse from Newark with a doctor's attitude, the Fox is known for her field treatment of casualties, excellent agility and amazing dexterity.""

JA2

""Initially trained as an emergency room nurse, Fox Guzzman was recently featured in ""Babes and Bullets,"" a prestigious monthly mercenary magazine. Her article on controlling hemorrhaging while on the battlefield was almost as highly praised as her centerfold layout.""
Additional Info: Guzzman has recently spent a lot of time on the firing range and it has paid off handsomely.""

JA2 WF

""Originally trained as a nurse, Fox Guzzmann was highlighted in an outstanding monthly magazine for mercenaries. The special article was entitled ""Curves in Uniform"". In the article, her medical skills on the combat field were almost as highly praised as her front and backsides.""

Additional info:
The pin-up girl of A.I.M., stunning and seductive.
Dialogue is often vaguely (or not so vaguely) sexual
Conscious of her appearance, and is not afraid to take advantage of her good looks
Voice is seductive in all games except Back In Action
It is implied that she and Peter ""Wolf"" Sanderson are more than just friends. Openly mentions past affairs with a few other male mercenaries (and implies even more).",,,,,,
72,,,UnitData,8,94,79,,Grizzly,UI/MercsPortraits/Grizzly,18,function: 00000299715E6CA0,94,,,51,Male,,24,2,,69,,37,,MercenariesOld,95,,,,,,,UI/Mercs/Grizzly,,,,,,,,,,,,,,3600,,AllRounder,true,175,,270,480,USA,none,,,"""A bear of a man, Grizzly Bornell carries the big guns of battle with authority. Even though heavy weapons are his specialty, he is just as lethal when left empty-handed. He's a soldier's soldier--all guts and no need for glory. Not surprisingly, his combat exploits are almost always the talk of the plane ride home.""

Additional info:
Big and burly, a bear of a man.
His toughness is to such an extent it borders on comical, yet understated. No need for kickass statements, it is simply understood.
Friendly, and without pretence, he's the type of guy you'd want next to you in combat.
Voice: Deep, warm, reassuring.
Not a big fan of traditional medical techniques, views them as crazy.",,,,,,
74,,,UnitData,22,82,78,,Grunty,UI/MercsPortraits/Grunty,21,,82,Veteran,,75,Male,,45,3,,77,,28,,MercenariesOld,71,,,,,,,UI/Mercs/Grunty,,,,,,,,,,,,,,2400,,AllRounder,true,100,,300,500,Germany,extreme,,,"JA1: 

""Helmut Grunther is a young up-and-comer to the mercenary market.  Comfortable with taking the point position, he expects to make his mark in this merciless milieu in the near future.  Of course, that's if it doesn't make its mark on him!"" - dossier, Jagged Alliance

JA2:

""Helmut has moved through the ranks of this organization quicker than any other mercenary and is now a firmly established seasoned professional. Grunty's attitude and approach continues to be exemplary, making him one of our most popular mercenaries. Grunther has shown a strong interest in heavy weapons and night maneuvers."" - dossier, Jagged Alliance 2

Additional info:

German accent.
A go-getter, someone eager who takes his job seriously.
A hint of ego, though not conceited.
Has something to say about everything.
Very sociable and well liked by the other AIM members, especially the Dolviches.",,,,,,
94,,,UnitData,71,75,95,,Gus,UI/MercsPortraits/Gus,85,,74,Legendary,,84,Male,,80,8,,71,,76,,MercenariesOld,81,,,,,,,UI/Mercs/Gus,,,,,,,,,,,,,,6500,Retired,Leader,true,1800,,200,4600,USA,,none,,"JA1:

Gus' officially appears for the first time in Deadly Games as a non-player character who hires the commander to perform a series of missions, eventually culminating in a takedown of terrorist organization DFK.

If there's room in the team, Gus will join your merc squad on the very last mission to take on the DFK in their own headquarters. He carries with him high stats all around with the exception of a slightly subpar agility and medical skill, high level gear (to match the gear the squad has undoubtedly accumulated at this point) and joins for free. He performs the entire mission with a huge smile on his face, no matter what's going on. Evidently he really meant it when he said he wanted to get onto the field.

JA2:


""After rather heated negotiations, A.I.M. is pleased to announce that the legendary DFK annihilator, Gus Tarballs, is now a member of our ranks. Gus's induction was delayed slightly when his mobile home slipped from its support blocks while he was in the process cleaning the septic hosing. Fortunately, his crushed right leg has healed rather nicely. Additional info: Our medical staff has recently cleared heavy weapons specialist Tarballs for full active duty."" - A.I.M. dossier, Jagged Alliance 2

JA2WF:

Health problems have caused Gus to retire from active mercenary service. Old leg injuries have finally caught up to him. We are nevertheless proud that we have this mature and experienced mercenary on our board of directors where he can continue to advise us on strategic matters."" - Jagged Alliance 2: Wildfire Alumni gallery

Additional Info:

Appearing to have a outgoing personality, Gus actually prefers the life of a loner and does better if no one is around him watching his every move. As he would say: ""Leave me the hell alone, woody""
Refers to the player as ""Woody"", a likely reference to one of Sir-Tech's founders, Robert Woodhead.",,,,,,
74,,,UnitData,3,75,88,,Hitman,UI/MercsPortraits/Hitman,58,,72,Elite,Hitman,40,Male,,11,4,,69,,39,,MercenariesOld,72,,,,,,,UI/Mercs/Hitman,,,,,,,,,,,,,,2900,,Marksmen,true,100,,,900,USA,,,,"JA1:

""Undisturbed by the scent of death, Frank Hennessy is a member in excellent standing. A private, yet personable individual, the Hitman has a proven track record and a no nonsense disposition. A note of caution: he suffers from buoyancy difficulties."" - Jagged Alliance

JA2:

""The Hitman's easy-going and personable disposition has made him one of the more popular and respected mercenaries in the organization. Unfortunately, Frank hasn't taken care of himself lately and his health and skills have dropped off slightly. Despite repeated attempts, Hennessy has been unable to overcome his weight problem.  Additional info: Frank has been talking of throwing in the towel and become a combat instructor."" - Jagged Alliance 2",,,,,,
78,,,UnitData,7,90,87,,Ice,UI/MercsPortraits/Ice,25,,90,Veteran,,87,Male,,42,3,,88,,3,,MercenariesOld,84,,,,,,,UI/Mercs/Ice,,,,,,,,,,,,,,4500,,Marksmen,true,520,,260,900,USA,,long only,,"JA1:

A.I.M. Dossier - Jagged Alliance

""A longtime member, Ice Williams has been primarily used as a sniper since joining the organization. Undaunted by the prospect of working for those of unknown reputation, he instead prides himself in helping those new to the mercenary game establish themselves.""
A.I.M. Dossier - Deadly Games

""A longtime member, Ice Williams has been primarily used as a sniper since joining the organization almost nine years ago. ""Casual"" is probably the word that best describes this nonchalant soldier for hire. ""Lethal"" would be another.""

JA2:

A.I.M. Dossier

""The Iceman is back. After a short yet disastrous stint with one of our competitors--and we use that term loosely-Ice gained insight and wisdom on the merits of dealing with a professional organization. Williams owes a debt of gratitude to Magic for getting him reinstated.""
""Additional Info: His weapon of choice is the automatic.""
Additional info:

Cool, laid-back, patient and friendly.
Never gets overly excited. He's always got it covered.
Lives life for the moment, by the moment.
Conversation has a street corner, rather than combat zone, feel to it.
Ice's patience and friendly demeanor make him an ideal instructor.
It can be inferred from his JA2 bio (worked for a competitor) and his JA1 bio (loves helping the new guy) that he spent a short (very short) time working for M.E.R.C.",,,,,,
